"","id","veg","log_ud_wt","prop_area","sel"
"55","15.07","Meadow",-5.60191960009845,0.0199048519366817,-0.0162140798310469
"56","15.07","Shrub swale",-4.56516907749427,0.0274139048912446,-0.0170057856119912
"57","15.07","Wooded swale",-0.962609209161037,0.242990473356491,0.138904667222105
"58","15.08","Beachgrass dune",-9.15567592398046,0.000936886200017661,-0.000831267585034796
"59","15.08","Brackish marsh",-0.970021227303576,0.158865670516933,0.220209320761142
"60","15.08","Coastal scrub",-3.69465540419276,0.0614406027742359,-0.0365845853079526
"61","15.08","Conifer forest",-2.23794726360695,0.149741352529029,-0.0430640924564151
"62","15.08","Freshwater marsh",-6.27018181627316,0.026946037015437,-0.025054152438902
"63","15.08","Meadow",-3.04845021095407,0.117764839072359,-0.0703324614351535
"64","15.08","Pasture",-1.23429042705698,0.408968267573025,-0.117927063492843
"65","15.08","Shrub swale",-2.98701315910436,0.0263514013659394,0.0240864604662973
"66","15.08","Wooded swale",-2.31787352331915,0.0489849429530236,0.0494978414888622
"67","15.09","Brackish marsh",-1.44169065207679,0.265969872081701,-0.0294423373917517
"68","15.09","Coastal scrub",-3.24822992987938,0.0292200310410251,0.00962287063595625
"69","15.09","Conifer forest",-1.2660812475283,0.317763746816047,-0.0358294562938633
"70","15.09","Freshwater marsh",-1.98513208289744,0.0558726295014035,0.0814898401842973
"71","15.09","Meadow",-2.03852204453929,0.138406668630076,-0.00818563902410954
"72","15.09","Pasture",-3.86550161803356,0.0993542822963593,-0.078401872602327
"73","15.09","Shrub swale",-4.01468713865704,0.0129571133703429,0.0050914870065334
"74","15.09","Wooded swale",-1.99428628539602,0.0804556562630448,0.0556551074852644
"75","15.1","Brackish marsh",-7.36438357637915,0.00699686095551437,-0.00636344521692464
"76","15.1","Coastal scrub",-3.50486529734247,0.0458810204678766,-0.015830199470875
"77","15.1","Conifer forest",-0.819759765732468,0.524109817700488,-0.0835723437083468
"78","15.1","Freshwater marsh",-1.48766813811932,0.163003487469984,0.0628953191913121
"79","15.1","Meadow",-2.82761402785081,0.095370575412853,-0.036216750608382
"80","15.1","Shrub swale",-3.39882217344727,0.0275524748273309,0.00586012621455497
"81","15.1","Wooded swale",-1.55915811182599,0.137085763165953,0.0732272935986614
"82","15.11","Coastal scrub",-2.16874052720713,0.0361456155430985,0.078175895566184
"83","15.11","Conifer forest",-1.70167401968209,0.309900664520166,-0.127522700454216
"84","15.11","Freshwater marsh",-1.97346675959933,0.102554388144121,0.0364198417340635
"85","15.11","Meadow",-1.69088577997489,0.139712031633311,0.0446441210265586
"86","15.11","Shrub swale",-1.30490658357769,0.19146060391678,0.0797372642801206
"87","15.11","Wooded swale",-2.21849881076927,0.220226696242524,-0.111454422152711
"88","15.12","Beach",-3.92429918023011,0.0753583727372184,-0.0556023953366145
"89","15.12","Beachgrass dune",-2.2652909791801,0.175881037163702,-0.0720812106060646
"90","15.12","Brackish marsh",-5.84088304752073,0.0113198291609978,-0.00841355404766951
"91","15.12","Coastal scrub",-1.22352495434181,0.32405685958994,-0.0298655335157167
"92","15.12","Conifer forest",-1.24967119918997,0.273222848339993,0.0133761670181934
"93","15.12","Freshwater marsh",-4.88347562149914,0.00221318610204672,0.00535746941288804
"94","15.12","Fruit tree",-6.7308007914834,0.000755055045269841,0.000438521723956885
"95","15.12","Meadow",-2.0533056778997,0.0922559801592125,0.0360540699042175
"96","15.12","Pasture",-8.1924771497447,0.0027472712630432,-0.0024705437240941
"97","15.12","Shrub swale",-1.8617749158773,0.0421895604385771,0.113207009170904
"98","15.13","Beach",-7.37674552461113,0.0158525343178433,-0.0152269006320537
"99","15.13","Beachgrass dune",-3.48982464541322,0.243263232740725,-0.212757011632705
"100","15.13","Coastal scrub",-2.0447266313015,0.310476524719579,-0.181060961413302
"101","15.13","Conifer forest",-1.5899058776325,0.208663653024924,-0.00471884642602197
"102","15.13","Freshwater marsh",-1.98903648067493,0.0434895349481149,0.0933376626537893
"103","15.13","Meadow",-1.64953765435993,0.0801402552353828,0.111998467353092
"104","15.13","Shrub swale",-1.18342514224071,0.0947075151021384,0.211520550491161
"105","15.13","Wooded swale",-8.06678812379272,0.00340674991129224,-0.00309296039395992
"106","15.14","Beach",-4.84754286745634,0.022654448168896,-0.0148068116071464
"107","15.14","Beachgrass dune",-2.500909485655,0.177177757106286,-0.0951673796725319
"108","15.14","Brackish marsh",-2.35597065523048,0.043172600722749,0.0516288416219395
"109","15.14","Coastal scrub",-1.51358960181784,0.298898462999492,-0.0787800423608267
"110","15.14","Conifer forest",-1.5571705155465,0.200439785841725,0.0102917040723753
"111","15.14","Freshwater marsh",-9.35352993285129,0.00181799112351504,-0.0017313321453343
"112","15.14","Fruit tree",-5.75148731813551,0.000620229527375209,0.00255782098012876
"113","15.14","Meadow",-2.2401372788977,0.0889107816238695,0.0175331092523376
"114","15.14","Pasture",-2.18997727461338,0.101669342356038,0.0102499496415719
"115","15.14","Shrub swale",-2.49121561114673,0.0441226764177984,0.0386865651114785
"116","15.14","Wooded swale",-2.52506012758708,0.0205159241122548,0.0595375751060078
