"","id","season","veg","log_ud_wt","log_avail","sel"
"44","15.06",2,"swale",-1.43047304142943,-2.57271464063827,1.14224159920884
"45","15.07",2,"coastal scrub",-2.62199452179465,-2.20152090477045,-0.420473617024197
"46","15.07",2,"conifer forest",-0.787999037364895,-0.680748792025869,-0.107250245339026
"47","15.07",2,"marsh",-2.55814055777069,-2.33152263826709,-0.226617919503603
"48","15.07",2,"meadow",-5.56979979041158,-3.72507388210649,-1.84472590830509
"49","15.07",2,"swale",-0.938207899988489,-1.33991312102479,0.401705221036299
"50","15.08",2,"beachgrass dune",-9.23084378431486,-7.07037683916553,-2.16046694514933
"51","15.08",2,"coastal scrub",-3.92793709494986,-2.92092797662546,-1.00700911832441
"52","15.08",2,"conifer forest",-2.47340733946587,-2.03863372595174,-0.434773613514126
"53","15.08",2,"marsh",-1.20045566839009,-1.82336197648797,0.62290630809788
"54","15.08",2,"meadow",-3.28391028681299,-2.27963407957977,-1.00427620723322
"55","15.08",2,"pasture",-0.821653328134053,-0.722068274137887,-0.0995850539961668
"56","15.08",2,"swale",-2.13980176610568,-2.7255555405576,0.585753774451919
"57","15.09",2,"coastal scrub",-3.74474959548383,-3.92633691103582,0.181587315551991
"58","15.09",2,"conifer forest",-1.76260091313274,-1.54925159361276,-0.213349319519982
"59","15.09",2,"marsh",-1.47966702977307,-1.52696309413528,0.0472960643622118
"60","15.09",2,"meadow",-2.53374878141432,-2.36897396611229,-0.164774815302034
"61","15.09",2,"pasture",-0.906881998875826,-0.930816084615252,0.0239340857394252
"62","15.09",2,"swale",-2.36547405387321,-2.76661380363243,0.40113974975922
"63","15.10",2,"coastal scrub",-3.52614359099329,-3.15143601610476,-0.374707574888522
"64","15.10",2,"conifer forest",-0.842972522993603,-0.732009276573306,-0.110963246420297
"65","15.10",2,"marsh",-1.50862599155769,-1.86220450837772,0.353578516820033
"66","15.10",2,"meadow",-2.84959634988193,-2.4191012782666,-0.430495071615325
"67","15.10",2,"pasture",-3.76761814255496,-2.49984381219861,-1.26777433035634
"68","15.10",2,"swale",-1.4356347587088,-1.89819739626706,0.462562637558258
"69","15.11",2,"coastal scrub",-2.16976996751983,-2.87898047045802,0.709210502938192
"70","15.11",2,"conifer forest",-1.70151023924292,-1.15590240312141,-0.545607836121514
"71","15.11",2,"marsh",-1.97374641779761,-2.33358967596334,0.359843258165729
"72","15.11",2,"meadow",-1.69108453374526,-2.02524757010733,0.334163036362065
"73","15.11",2,"swale",-0.9672330504858,-0.915974936272148,-0.0512581142136521
"74","15.12",2,"beach",-4.19553341105612,-2.78869953766024,-1.40683387339588
"75","15.12",2,"beachgrass dune",-2.25900780174454,-1.75083235163185,-0.508175450112686
"76","15.12",2,"coastal scrub",-1.32206464280655,-1.190918180965,-0.131146461841554
"77","15.12",2,"conifer forest",-1.16536096843364,-1.13317365379669,-0.0321873146369491
"78","15.12",2,"fruit tree",-6.75992671426271,-7.36005022376777,0.600123509505061
"79","15.12",2,"marsh",-4.30509583786946,-4.38580661917655,0.0807107813070926
"80","15.12",2,"meadow",-1.94830777865911,-2.4814591090036,0.533151330344492
"81","15.12",2,"pasture",-7.81606399334748,-5.60538111338459,-2.21068287996289
"82","15.12",2,"swale",-1.9343951126821,-3.25632852688934,1.32193341420724
"83","15.13",2,"beach",-7.28103564438531,-3.53013164110785,-3.75090400327747
"84","15.13",2,"beachgrass dune",-3.48410094320862,-1.42402163143796,-2.06007931177066
"85","15.13",2,"coastal scrub",-2.04263915611984,-1.06167034430089,-0.98096881181895
"86","15.13",2,"conifer forest",-1.58986260503878,-1.66751985453988,0.0776572495010999
"87","15.13",2,"marsh",-1.9901208589176,-3.26966431028642,1.27954345136882
"88","15.13",2,"meadow",-1.65058471092375,-2.66184047377255,1.0112557628488
"89","15.13",2,"swale",-1.1829486524075,-2.43584053050063,1.25289187809313
"90","15.14",2,"beach",-4.95871286569438,-3.74990596495659,-1.20880690073779
"91","15.14",2,"beachgrass dune",-2.62015619000547,-1.73018982493612,-0.889966365069357
"92","15.14",2,"coastal scrub",-1.6048127401022,-1.20884696917331,-0.395965770928893
"93","15.14",2,"conifer forest",-1.46990760418006,-1.6098619595072,0.139954355327147
"94","15.14",2,"fruit tree",-5.58832414887773,-7.43359847267966,1.84527432380193
"95","15.14",2,"marsh",-2.4007536620419,-3.13733570572573,0.736582043683821
"96","15.14",2,"meadow",-1.99086439382218,-2.43309786211709,0.442233468294904
"97","15.14",2,"pasture",-2.30289458731066,-2.2344143511824,-0.0684802361282615
"98","15.14",2,"swale",-1.84278733050391,-2.78120005748584,0.938412726981928
"99","16.15",2,"coastal scrub",-2.82373625643868,-2.85120185520864,0.0274655987699637
"100","16.15",2,"conifer forest",-1.14020982650635,-0.733522100286073,-0.406687726220273
"101","16.15",2,"marsh",-1.50728010686541,-2.57208569289947,1.06480558603406
"102","16.15",2,"meadow",-1.57899204001144,-1.54995350198898,-0.0290385380224567
"103","16.15",2,"pasture",-3.01625068033921,-2.38978356656648,-0.62646711377273
"104","16.15",2,"swale",-1.93665513793775,-2.5043699864004,0.567714848462652
"105","16.17",2,"beachgrass dune",-2.13246091696934,-1.74836347543709,-0.384097441532249
"106","16.17",2,"coastal scrub",-3.08868934202444,-2.796842321658,-0.291847020366441
"107","16.17",2,"conifer forest",-6.59109487899499,-3.8018811437856,-2.78921373520939
"108","16.17",2,"marsh",-2.33353841218655,-2.35038030795242,0.0168418957658698
"109","16.17",2,"meadow",-1.46161392082656,-1.36004564890084,-0.101568271925716
"110","16.17",2,"swale",-0.681798266083621,-0.939998645431184,0.258200379347563
"111","16.18",2,"beachgrass dune",-4.34052019638655,-2.84394276211219,-1.49657743427437
"112","16.18",2,"coastal scrub",-1.56064113597432,-1.6276787240208,0.0670375880464869
"113","16.18",2,"conifer forest",-2.19391546273014,-1.5467894855214,-0.647125977208734
"114","16.18",2,"marsh",-2.25358625933798,-2.2259419282169,-0.027644331121079
"115","16.18",2,"meadow",-1.40557277657,-1.58474705568553,0.179174279115525
"116","16.18",2,"swale",-1.15441787013871,-1.51629589467646,0.361878024537744
