"","id","season","veg","log_ud_wt","log_avail","sel"
"45","15.05",1,"swale",-1.666850976049,-2.27598424359284,0.609133267543847
"46","15.06",1,"beach",-2.16109716752173,-1.46022177669425,-0.700875390827479
"47","15.06",1,"beachgrass dune",-2.54012861221698,-1.5106783732498,-1.02945023896719
"48","15.06",1,"coastal scrub",-2.37445775864232,-1.29167852202888,-1.08277923661344
"49","15.06",1,"conifer forest",-5.37038877662069,-3.0500263732438,-2.32036240337689
"50","15.06",1,"fruit tree",-17.9120794107429,NA,NA
"51","15.06",1,"marsh",-2.86778923429838,-5.13850445782435,2.27071522352597
"52","15.06",1,"meadow",-0.839892006356996,-1.94705462754029,1.10716262118329
"53","15.06",1,"pasture",-17.9120794107429,NA,NA
"54","15.06",1,"swale",-1.51573708432082,-2.57271464063827,1.05697755631745
"55","15.07",1,"beach",-18.443917447089,NA,NA
"56","15.07",1,"beachgrass dune",-18.443917447089,NA,NA
"57","15.07",1,"coastal scrub",-2.66465823434198,-2.20152090477045,-0.463137329571533
"58","15.07",1,"conifer forest",-0.808046057495392,-0.680748792025869,-0.127297265469523
"59","15.07",1,"fruit tree",-18.443917447089,NA,NA
"60","15.07",1,"marsh",-2.56532437446509,-2.33152263826709,-0.233801736197998
"61","15.07",1,"meadow",-4.98293805662663,-3.72507388210649,-1.25786417452014
"62","15.07",1,"pasture",-18.443917447089,NA,NA
"63","15.07",1,"swale",-0.914041905134232,-1.33991312102479,0.425871215890556
"64","15.08",1,"beach",-18.4353724608661,NA,NA
"65","15.08",1,"beachgrass dune",-9.34714557922679,-7.07037683916553,-2.27676874006126
"66","15.08",1,"coastal scrub",-3.78623666678415,-2.92092797662546,-0.865308690158696
"67","15.08",1,"conifer forest",-2.46859608815916,-2.03863372595174,-0.429962362207424
"68","15.08",1,"fruit tree",-18.4353724608661,NA,NA
"69","15.08",1,"marsh",-1.24658499090643,-1.82336197648797,0.576776985581542
"70","15.08",1,"meadow",-2.92758181490754,-2.27963407957977,-0.647947735327771
"71","15.08",1,"pasture",-0.818138263396565,-0.722068274137887,-0.0960699892586785
"72","15.08",1,"swale",-2.20487155674292,-2.7255555405576,0.520683983814674
"73","15.09",1,"beach",-18.4376190309911,NA,NA
"74","15.09",1,"beachgrass dune",-18.4376190309911,NA,NA
"75","15.09",1,"coastal scrub",-3.55778042789634,-3.92633691103582,0.36855648313948
"76","15.09",1,"conifer forest",-1.68923970066965,-1.54925159361276,-0.139988107056889
"77","15.09",1,"fruit tree",-18.4376190309911,NA,NA
"78","15.09",1,"marsh",-1.54224154244316,-1.52696309413528,-0.0152784483078812
"79","15.09",1,"meadow",-2.42856782484957,-2.36897396611229,-0.0595938587372875
"80","15.09",1,"pasture",-0.913554985108582,-0.930816084615252,0.0172610995066691
"81","15.09",1,"swale",-2.48077694503969,-2.76661380363243,0.285836858592746
"82","15.10",1,"beach",-18.4118186645668,NA,NA
"83","15.10",1,"beachgrass dune",-18.4118186645668,NA,NA
"84","15.10",1,"coastal scrub",-3.36487700348865,-3.15143601610476,-0.213440987383887
"85","15.10",1,"conifer forest",-0.819653906062025,-0.732009276573306,-0.0876446294887187
"86","15.10",1,"fruit tree",-18.4118186645668,NA,NA
"87","15.10",1,"marsh",-1.61426457939497,-1.86220450837772,0.247939928982751
"88","15.10",1,"meadow",-2.83778394202964,-2.4191012782666,-0.418682663763038
"89","15.10",1,"pasture",-3.87326541005874,-2.49984381219861,-1.37342159786013
"90","15.10",1,"swale",-1.40052739338458,-1.89819739626706,0.497670002882481
"91","15.11",1,"beach",-18.4431768161653,NA,NA
"92","15.11",1,"beachgrass dune",-18.4431768161653,NA,NA
"93","15.11",1,"coastal scrub",-2.145838297757,-2.87898047045802,0.733142172701026
"94","15.11",1,"conifer forest",-1.54279360566169,-1.15590240312141,-0.386891202540281
"95","15.11",1,"fruit tree",-18.4431768161653,NA,NA
"96","15.11",1,"marsh",-2.03160661111841,-2.33358967596334,0.30198306484493
"97","15.11",1,"meadow",-1.75549972703129,-2.02524757010733,0.269747843076036
"98","15.11",1,"pasture",-18.4431768161653,NA,NA
"99","15.11",1,"swale",-1.00703241209263,-0.915974936272148,-0.0910574758204868
"100","15.12",1,"beach",-3.69620293290224,-2.78869953766024,-0.907503395241999
"101","15.12",1,"beachgrass dune",-1.82496275413434,-1.75083235163185,-0.0741304025024858
"102","15.12",1,"coastal scrub",-1.00025166055053,-1.190918180965,0.19066652041447
"103","15.12",1,"conifer forest",-1.27911123789906,-1.13317365379669,-0.145937584102365
"104","15.12",1,"fruit tree",-7.34743778438811,-7.36005022376777,0.0126124393796587
"105","15.12",1,"marsh",-4.89260690799486,-4.38580661917655,-0.50680028881831
"106","15.12",1,"meadow",-2.53578174332402,-2.4814591090036,-0.0543226343204162
"107","15.12",1,"pasture",-8.40357506347288,-5.60538111338459,-2.79819395008829
"108","15.12",1,"swale",-2.52176836436304,-3.25632852688934,0.734560162526298
"109","15.13",1,"beach",-6.25319861678715,-3.53013164110785,-2.72306697567931
"110","15.13",1,"beachgrass dune",-2.16645136868666,-1.42402163143796,-0.742429737248699
"111","15.13",1,"coastal scrub",-1.45425135709679,-1.06167034430089,-0.392581012795901
"112","15.13",1,"conifer forest",-1.83042365775128,-1.66751985453988,-0.1629038032114
"113","15.13",1,"fruit tree",-18.4406619801874,NA,NA
"114","15.13",1,"marsh",-2.2600353907412,-3.26966431028642,1.00962891954522
"115","15.13",1,"meadow",-1.89578899120733,-2.66184047377255,0.766051482565218
"116","15.13",1,"pasture",-18.4406619801874,NA,NA
"117","15.13",1,"swale",-1.4480641452309,-2.43584053050063,0.987776385269724
"118","15.14",1,"beach",-5.51728462618542,-3.74990596495659,-1.76737866122882
"119","15.14",1,"beachgrass dune",-2.74614001670165,-1.73018982493612,-1.01595019176553
"120","15.14",1,"coastal scrub",-1.69932051107803,-1.20884696917331,-0.490473541904718
"121","15.14",1,"conifer forest",-1.49422714032875,-1.6098619595072,0.11563481917845
"122","15.14",1,"fruit tree",-6.03567080693,-7.43359847267966,1.39792766574966
"123","15.14",1,"marsh",-2.37585753442079,-3.13733570572573,0.761478171304938
"124","15.14",1,"meadow",-1.44451013831203,-2.43309786211709,0.988587723805053
"125","15.14",1,"pasture",-2.77065064762559,-2.2344143511824,-0.536236296443196
"126","15.14",1,"swale",-2.03432292793919,-2.78120005748584,0.746877129546646
"127","16.15",1,"beach",-18.443184062846,NA,NA
"128","16.15",1,"beachgrass dune",-18.443184062846,NA,NA
"129","16.15",1,"coastal scrub",-2.94996139153681,-2.85120185520864,-0.0987595363281661
"130","16.15",1,"conifer forest",-0.96494200541029,-0.733522100286073,-0.231419905124217
"131","16.15",1,"fruit tree",-18.443184062846,NA,NA
"132","16.15",1,"marsh",-1.8868120508848,-2.57208569289947,0.685273642014667
"133","16.15",1,"meadow",-1.30831862900062,-1.54995350198898,0.24163487298836
"134","16.15",1,"pasture",-3.33668337519844,-2.38978356656648,-0.94689980863196
"135","16.15",1,"swale",-2.21393364731158,-2.5043699864004,0.290436339088822
"136","16.17",1,"beach",-18.4461645725754,NA,NA
"137","16.17",1,"beachgrass dune",-2.25110167058711,-1.74836347543709,-0.502738195150027
"138","16.17",1,"coastal scrub",-3.26427668506517,-2.796842321658,-0.467434363407162
"139","16.17",1,"conifer forest",-6.07522867666419,-3.8018811437856,-2.27334753287859
"140","16.17",1,"fruit tree",-18.4461645725754,NA,NA
"141","16.17",1,"marsh",-1.92106792501628,-2.35038030795242,0.429312382936142
"142","16.17",1,"meadow",-1.48199549790882,-1.36004564890084,-0.121949849007981
"143","16.17",1,"pasture",-18.4461645725754,NA,NA
"144","16.17",1,"swale",-0.732805826237808,-0.939998645431184,0.207192819193376
"145","16.18",1,"beach",-18.4446605676097,NA,NA
"146","16.18",1,"beachgrass dune",-3.85455542900146,-2.84394276211219,-1.01061266688927
"147","16.18",1,"coastal scrub",-1.50620252665711,-1.6276787240208,0.121476197363694
"148","16.18",1,"conifer forest",-1.9619102334895,-1.5467894855214,-0.415120747968101
"149","16.18",1,"fruit tree",-18.4446605676097,NA,NA
"150","16.18",1,"marsh",-2.37266971308914,-2.2259419282169,-0.146727784872236
"151","16.18",1,"meadow",-1.36562723592323,-1.58474705568553,0.219119819762293
"152","16.18",1,"pasture",-18.4446605676097,NA,NA
"153","16.18",1,"swale",-1.31667561769542,-1.51629589467646,0.199620276981038
