"","id","season","veg","log_ud_wt","log_avail","sel"
"63","15.14",3,"Freshwater marsh",-5.20552796446624,-6.35820069548303,1.15267273101679
"64","15.14",3,"Fruit tree",-7.39220979544418,-7.43359847267966,0.0413886772354761
"65","15.14",3,"Meadow",-1.0036936733811,-2.43309786211709,1.42940418873598
"66","15.14",3,"Pasture",-4.30727249254022,-2.2344143511824,-2.07285814135782
"67","15.14",3,"Shrub swale",-3.5769200107883,-3.16029675273071,-0.416623258057592
"68","15.14",3,"Wooded swale",-2.71090883696952,-3.93473143810548,1.22382260113596
"69","16.15",3,"Brackish marsh",-9.76018458360692,-2.61804783291644,-7.14213675069048
"70","16.15",3,"Coastal scrub",-3.29400578667939,-2.85120185520864,-0.442803931470752
"71","16.15",3,"Conifer forest",-0.666425519332181,-0.733522100286073,0.0670965809538925
"72","16.15",3,"Freshwater marsh",-8.96653640490099,-5.67491600734932,-3.29162039755166
"73","16.15",3,"Meadow",-0.894161846129532,-1.54995350198898,0.655791655859451
"74","16.15",3,"Pasture",-5.03654526673156,-2.38978356656648,-2.64676170016508
"75","16.15",3,"Shrub swale",-3.88134251294574,-3.04459109343605,-0.836751419509697
"76","16.15",3,"Wooded swale",-4.33519370131929,-3.37812679045855,-0.957066910860738
"77","16.17",3,"Beachgrass dune",-2.26065291028135,-1.66825996904907,-0.592392941232286
"78","16.17",3,"Coastal scrub",-3.33095486134067,-2.75713773998512,-0.573817121355544
"79","16.17",3,"Conifer forest",-5.42472649278224,-3.95860783237992,-1.46611866040232
"80","16.17",3,"Freshwater marsh",-1.71119412091705,-2.34486462979915,0.633670508882099
"81","16.17",3,"Meadow",-1.5184875770062,-1.43824284622496,-0.0802447307812342
"82","16.17",3,"Shrub swale",-0.84528948259132,-0.955859627638053,0.110570145046734
"83","16.17",3,"Wooded swale",-3.63338743147943,-4.49397558546572,0.860588153986291
"84","16.18",3,"Beachgrass dune",-3.63483115074499,-2.84394276211219,-0.790888388632803
"85","16.18",3,"Coastal scrub",-1.47293534978118,-1.6276787240208,0.154743374239626
"86","16.18",3,"Conifer forest",-1.83775282153677,-1.5467894855214,-0.290963336015363
"87","16.18",3,"Freshwater marsh",-2.45685547210081,-2.2259419282169,-0.230913543883907
"88","16.18",3,"Meadow",-1.34093441458535,-1.58474705568553,0.243812641100178
"89","16.18",3,"Shrub swale",-1.4359881289012,-1.51913640169642,0.0831482727952206
"90","16.18",3,"Wooded swale",-21.6666010022325,-7.38148852658645,-14.2851124756461
