"","id","season","veg","log_ud_wt","log_avail","sel"
"70","15.14",3,"meadow",-1.0036936733811,-2.43309786211709,1.42940418873598
"71","15.14",3,"pasture",-4.30727249254022,-2.2344143511824,-2.07285814135782
"72","15.14",3,"swale",-2.35981120933087,-2.78120005748584,0.421388848154969
"73","16.15",3,"beach",-18.4441126268963,NA,NA
"74","16.15",3,"beachgrass dune",-18.4441126268963,NA,NA
"75","16.15",3,"coastal scrub",-3.29400581598461,-2.85120185520864,-0.442803960775968
"76","16.15",3,"conifer forest",-0.666425548637396,-0.733522100286073,0.0670965516486767
"77","16.15",3,"fruit tree",-18.4441126268963,NA,NA
"78","16.15",3,"marsh",-8.59346222293758,-2.57208569289947,-6.02137653003811
"79","16.15",3,"meadow",-0.894161875434748,-1.54995350198898,0.655791626554235
"80","16.15",3,"pasture",-5.03654529603678,-2.38978356656648,-2.6467617294703
"81","16.15",3,"swale",-3.38959133523155,-2.5043699864004,-0.885221348831151
"82","16.17",3,"beach",-18.4491400300803,NA,NA
"83","16.17",3,"beachgrass dune",-2.26239542806237,-1.74836347543709,-0.514031952625285
"84","16.17",3,"coastal scrub",-3.4008247119281,-2.796842321658,-0.603982390270096
"85","16.17",3,"conifer forest",-5.48603460895669,-3.8018811437856,-1.6841534651711
"86","16.17",3,"fruit tree",-18.4491400300803,NA,NA
"87","16.17",3,"marsh",-1.69133743031495,-2.35038030795242,0.659042877637473
"88","16.17",3,"meadow",-1.49123598528116,-1.36004564890084,-0.131190336380316
"89","16.17",3,"pasture",-18.4491400300803,NA,NA
"90","16.17",3,"swale",-0.800638919909757,-0.939998645431184,0.139359725521427
"91","16.18",3,"beach",-18.4433927615516,NA,NA
"92","16.18",3,"beachgrass dune",-3.63483118007131,-2.84394276211219,-0.790888417959122
"93","16.18",3,"coastal scrub",-1.4729353791075,-1.6276787240208,0.154743344913307
"94","16.18",3,"conifer forest",-1.83775285086309,-1.5467894855214,-0.290963365341683
"95","16.18",3,"fruit tree",-18.4433927615516,NA,NA
"96","16.18",3,"marsh",-2.45685550142713,-2.2259419282169,-0.230913573210227
"97","16.18",3,"meadow",-1.34093444391167,-1.58474705568553,0.243812611773858
"98","16.18",3,"pasture",-18.4433927615516,NA,NA
"99","16.18",3,"swale",-1.43598815659087,-1.51629589467646,0.080307738085589
